epoch,train_loss,val_loss
1,1.0938970901594447,0.5994811147286602
2,0.6288548687807277,0.5968856585514487
3,0.5652341908102284,0.48924714367960753
4,0.46243910350859646,0.4217897108129985
5,0.45951566815749256,0.3705030525379217
6,0.3852267888647174,0.3564698474566446
7,0.3865703000139893,0.34574918085043493
8,0.3576500230178699,0.31562999392056834
9,0.32649476348008777,0.3910811530711804
10,0.3075967770371284,0.3047835037747664
11,0.2958638704523186,0.33857551501596744
12,0.3008396681673415,0.30785341545221956
13,0.28955803188801416,0.3083151058380914
14,0.27039768163938016,0.2919956144150344
15,0.2543333575551981,0.32787872596769946
16,0.2577429881656934,0.3223468981790113
17,0.24718848625771203,0.29441750155297125
18,0.2310657455091097,0.3111256512546477
19,0.24077479330084856,0.2907791618434146
20,0.2441119231792675,0.28280316361385843
21,0.22225956659857934,0.3126425387601559
22,0.22185067517432874,0.36314169884696396
23,0.21101330893921152,0.3394436447735012
24,0.20763945782506996,0.3146626322367274
25,0.1967170427309548,0.30930478468286876
26,0.19196540537114165,0.3244598393534678
27,0.18915020539410146,0.3119512416569981
28,0.18917375973170503,0.38931579019769247
29,0.1864645808203583,0.3171409261156713
30,0.17941968711650297,0.31669792330591623
