epoch,train_loss,val_loss
1,2.298965619125367,0.8998613442362663
2,1.1022554826888555,0.8007638015308777
3,0.9223327927808934,0.5832676755612899
4,0.8164946985772503,0.6002143145401723
5,0.7857923201261343,0.5634263021432727
6,0.6770088627680946,0.497092081096103
7,0.6264876785165975,0.48590460675531166
8,0.6093055105157109,0.4732248130457587
9,0.583533215957223,0.49494734101171767
10,0.5381685334731221,0.4465892380094697
11,0.5189479240123782,0.4165277608412645
12,0.4999153304316649,0.42227383555591474
13,0.5085134140909279,0.4331155832752261
14,0.5044186215437316,0.4217101941973841
15,0.4857732291770637,0.4400910434794391
16,0.458107348357902,0.39736706532124827
17,0.469989303654825,0.41124712800825364
18,0.43736557995231906,0.4071981436155682
19,0.4455263723081439,0.39556322565178353
20,0.43628803895448415,0.3877368672571194
21,0.40547893609106594,0.3835632201646639
22,0.38951281330281023,0.36972070303429294
23,0.38707182012524294,0.4144380612774502
24,0.38717910347991163,0.3757156518676118
25,0.36975496578776224,0.3870244635501337
26,0.40268629238262965,0.3713403170990822
27,0.38206395838141144,0.38886903912700205
28,0.36329328163192776,0.3651687421234494
29,0.3787364942436797,0.3798919068800565
30,0.34396259411918,0.3531104836052183
31,0.3486320821741375,0.3722939699257143
32,0.3422396176273318,0.36761829783035327
33,0.3428254775199012,0.36726376592255383
34,0.3260985975794159,0.45817210347778764
35,0.3252826299440472,0.35573686449608555
36,0.3307333331407974,0.3392842526124711
37,0.3167451056900181,0.36058951222104846
38,0.3222050871418442,0.3703939384440985
39,0.3073485774532775,0.3331529125428956
40,0.30959704215773853,0.37284534303237016
41,0.29186780449041083,0.36737456167848637
42,0.29825485656516143,0.3892878848390508
43,0.29106289150486037,0.3792836782846144
44,0.28595459671794915,0.3423714562648886
45,0.2835116416829658,0.36810805111369366
46,0.2775648980808054,0.36567825744014126
47,0.2836210313761953,0.34216789797180325
48,0.26728984203378076,0.33394568361893173
49,0.27056337193027435,0.3550385699670504
