name,target_mode,event_quantile,equation,equation_complexity,equation_loss,val_corrected_kge,val_corrected_nse,test_corrected_kge,test_corrected_nse,out_dir
hydro_rawstd_residual,rawstd,,(ELEV_MEAN_M_BASIN * 0.07590193) * lstm_pred_raw,5,0.0499317,0.5569580890358928,0.6173398697885306,0.5593027998135094,0.46931001642637327,/home/kongw0a/hourly_streamflow_dl/MTSLSTM_100stations/outputs/baseline_lstm_daily_s2_random30_symtorch_hydro_valkge/hydro_rawstd_residual
hydro_log_residual,log,,(SLOPE_PCT + (rain_pet_logratio_90 - p_mean)) * ((0.5582391 - for_pc_use) * 0.06458572),11,0.16795258,0.6759744904574304,0.7040514637523041,0.6288489656452811,0.5755297550905327,/home/kongw0a/hourly_streamflow_dl/MTSLSTM_100stations/outputs/baseline_lstm_daily_s2_random30_symtorch_hydro_valkge/hydro_log_residual
hydro_log_residual_eventq75,log,0.75,-0.070106834 / cos(square(PERMAVE)),8,0.1704546,0.6432463533360487,0.6635635427877121,0.6598965361348027,0.5922220164577112,/home/kongw0a/hourly_streamflow_dl/MTSLSTM_100stations/outputs/baseline_lstm_daily_s2_random30_symtorch_hydro_valkge/hydro_log_residual_eventq75
