epoch,train_total_loss,train_daily_loss,train_agg_loss,train_sym_loss,val_hourly_kge,val_hourly_nse
1,2.6089877429395583,0.43474126363049465,0.7647650858747874,8.959319532298046,0.29257440925946465,0.1704687489769049
2,2.172932344790894,0.2181814133807335,0.37734033779575965,8.830403682227201,0.3677652521833331,0.26600820816965526
3,2.1043145319500507,0.19210056518585308,0.30558344756543493,8.79711109563857,0.39825713441543653,0.25859533447686567
4,2.061997641898036,0.1779722751979983,0.256258338393754,8.779480861237262,0.487459685197973,0.3073629553734194
5,2.0402878500387454,0.17340638119602622,0.22532962315685623,8.77108315900526,0.5181806099089574,0.29478555646373666
6,2.0123596919658615,0.16072028350147846,0.19711996884888186,8.765396991262673,0.5107774787714313,0.3507766823102553
7,1.9995154959834565,0.15539522624688912,0.1832541720853946,8.762465797051917,0.49336682992548936,0.326091635651502
8,1.9825179340079075,0.14755736245669004,0.16673098875288084,8.757975271365408,0.48739339620613703,0.27387142748713306
9,1.9730444831873855,0.14322632620833736,0.15796640080399552,8.754174674941966,0.49129456276124567,0.24762667474768768
