split,n_total_stations,n_valid_stations,n_excluded_stations,median_kge,median_nse,mean_kge,mean_nse,neg_kge_stations,neg_nse_stations
train,30,22,8,0.701764031042179,0.8278685929021632,0.6573734956643843,0.7462414726919594,2,0
val,30,28,2,0.5796139797760471,0.5884232621003016,-2.1404122530607923,-85.01717558540848,6,6
test,30,28,2,0.5438474804761828,0.5642972843769223,-3.225963009609278,-212.39659170088512,8,7
