component,n_stations,M0_median,M1_median,median_delta,mean_delta,frac_worse,worse_criterion,wilcoxon_p
kge,8979,0.5189909802966409,0.6210284850205808,0.062332835392212516,188.3130485435492,0.322975832498051,decreased,1.6539124702411992e-295
kge_r,8979,0.7970409726304105,0.8122462946134174,0.005433225253332896,0.013000831275686587,0.40672680699409736,decreased,7.516481903444583e-106
kge_alpha,8979,0.8132590912290718,0.8507997567671358,0.03697512276518211,0.30253481894795675,0.3500389798418532,moved away from 1.0,5.018338982582768e-38
kge_beta,8979,1.0245709586810872,0.99602401116621,-0.020268854437497597,-187.38091029615862,0.40895422652856667,moved away from 1.0,1.1375608355646948e-33
nse,8979,0.5180986707257185,0.5895793916954015,0.031964963101396515,1600.0026834923895,0.3478115603073839,decreased,6.082169562219759e-242
sim_std,8979,0.0602939314336833,0.06203339687933,0.0015942676542901983,0.007725974007135957,0.4124067268069941,decreased,1.4178113643609096e-102
