station_id,kge_M0,nse_M0,kge_r_M0,kge_alpha_M0,kge_beta_M0,n_days_M0,kge_M1,nse_M1,kge_r_M1,kge_alpha_M1,kge_beta_M1,n_days_M1,kge_era5_land,nse_era5_land,kge_r_era5_land,kge_alpha_era5_land,kge_beta_era5_land,n_days_era5_land
GRDCCaravan__1160255,0.7031238749308588,0.695880518813607,0.9034503250293023,1.246663991713232,0.8659460217255167,592,-0.17866162659054274,0.5625350455786314,0.8940305826448611,0.6517995182796822,-0.12105759758908675,592,0.2089379929116687,-0.8500651980720713,0.2772798875380486,1.2365606796613045,1.2179306837959838,592
GRDCCaravan__1160263,0.03378325331548304,0.3599547864868886,0.7900665862932728,0.398440918385762,0.27361894661927844,1639,0.7184892674298731,0.7529871853575293,0.8739083887868588,0.7947087655546378,0.8543816385418964,1639,-0.02254482516901013,0.22139460675443623,0.6440741282949211,0.3417955787502864,0.3030913738672544,1639
GRDCCaravan__1160265,-0.08638066676502554,0.3250475529106246,0.7654611953753172,0.3660265499491066,0.1495341471425123,1614,0.8778935316458681,0.8054474151441368,0.9002021396537511,0.9663924489358947,0.9381864966556437,1614,-0.17330041386377348,0.10124155480588826,0.4520061334397041,0.32540284726671387,0.2118025216296728,1614
GRDCCaravan__1160266,0.20292314370969533,0.488744304453651,0.7852851451046131,0.586845690284461,0.35305907357443805,1633,0.7322909087571019,0.7740543101526904,0.8847965420785465,0.8585247811729605,0.8040890935274927,1633,-0.05053825311168336,-0.025977814123437026,0.3032449020981719,0.5021906896179114,0.39143706546021845,1633
GRDCCaravan__1160270,-0.28822962458825896,-0.05407752381900721,0.6716180489749751,0.18666453682653672,0.056503161503859305,1639,0.8568610903012547,0.8254186010030143,0.9101151000075716,0.9325950776351705,1.0886906345906264,1639,-0.2417402052817561,-0.04048752642449882,0.4709864168020429,0.285269216987211,0.1332686263788753,1639
GRDCCaravan__1160271,-0.33617284289964355,-0.001002889078420388,0.6251436971054065,0.1275178772443853,0.059991721443598704,1611,0.5084218885085996,0.6553905476696354,0.859868470515272,0.5842601557273368,0.778251096900426,1611,-0.3518349428837415,-0.01849754075408394,0.5263551222164604,0.12926235168740446,0.08079698087856833,1611
GRDCCaravan__1160290,0.021579297262708685,0.27595824366312993,0.7496719712626737,0.384245844599469,0.28202383766562406,1625,0.8370848959983284,0.7188783539681376,0.852003278561297,0.9351002167498732,1.0206475104881192,1625,-0.055666176649560084,0.1470359665349169,0.6109836072018372,0.36403839310021047,0.2525709684487475,1625
GRDCCaravan__1160295,0.2010570581198563,0.5237536766578996,0.8448641533015603,0.536102981689053,0.3683020897205138,1580,0.7621014213952158,0.7901026896525258,0.8954529270805718,0.7878614325114142,0.9742537103634873,1580,0.1657335119800919,0.31047970237649236,0.6342681419719146,0.5213045958743602,0.42285921030879636,1580
GRDCCaravan__1160300,-0.31255274490075013,0.044198031347841504,0.7139584175142526,0.19288435809521673,0.0052441194804765355,1623,0.599747193745634,0.6158815124639259,0.8889082379853718,1.2913053337028184,1.2510022547374222,1623,-0.19811081801768138,0.06935690876507183,0.4881196171097389,0.30501274705620285,0.1690723713170008,1623
GRDCCaravan__1160301,-0.42671897859981733,-0.04081403937916206,0.6033837094451667,0.06764897439980744,-0.0044621083075754185,1512,0.3716001320134732,0.5356707560664837,0.7843828116443086,0.5300506384157117,0.6428680639909244,1512,-0.3070514916191689,0.0506498211615779,0.6844925411773684,0.11811734635263269,0.08834127527508547,1512
GRDCCaravan__1160303,-0.1570244887507195,0.14205533555698402,0.6317091120748083,0.20126989205803408,0.24827019208551188,1569,0.5585929823957675,0.5396928212259664,0.7412615641502032,0.6423986727249904,0.9960165673828696,1569,-0.3263888290001149,-0.02424287744652842,0.23376965469550628,0.2554643710010394,0.21395605671058415,1569
