split,n_total_stations,n_valid_stations,n_excluded_stations,median_kge,median_nse,mean_kge,mean_nse,neg_kge_stations,neg_nse_stations
train,30,22,8,0.5818208427875284,0.6537012884100039,0.5771912141681913,0.6209793092163112,1,0
val,30,28,2,0.5479312278871438,0.5963963906993581,-2.9297295972587385,-147.3780023863769,6,6
test,30,28,2,0.532670428249982,0.5208567890465614,-2.7572244640979995,-96.86865273370486,6,7
