epoch,train_loss,val_loss
1,3.519260921120814,0.882722896406818
2,1.4088822992345877,0.7607790732291692
3,1.223829929325157,0.719702253788444
4,1.0673894337467111,0.6387821281650284
5,0.90316632574789,0.52757830952521
6,0.8255968514561308,0.48036833613525354
7,0.7625736627270888,0.4655406202510422
8,0.7176285816319127,0.4374205940627935
9,0.6860153556926163,0.4154994073696322
10,0.6405832402035425,0.39592405931128066
11,0.6108878238784303,0.3909031665330377
12,0.5985646207790347,0.4048018141981299
13,0.5754606718810912,0.39187622766546126
14,0.5420810779536597,0.3572442914573074
15,0.5306982678933543,0.35052208205020496
16,0.5329731438570516,0.34040087505707345
17,0.47063746247998844,0.3262287156695756
18,0.47751991366469265,0.3165475901065157
19,0.48267828935672535,0.3196343531500135
20,0.45811962220576213,0.33396825562744764
21,0.4335711069972295,0.3258284255127074
22,0.4421636948318745,0.29519552674788546
23,0.4303259199314201,0.3330059598993154
24,0.41908867872789,0.3238624293251258
25,0.4177851954026161,0.39087543656209
26,0.4271162986720617,0.321031884718958
27,0.4177442881079863,0.3148412124000126
28,0.41319382494568313,0.35560686138118186
29,0.4101949053615073,0.3154140284906476
30,0.4105999933873241,0.29923766223587406
31,0.39564116016218603,0.32569247603991525
32,0.3943065519323362,0.3432795490877948
