model,station_id,hydro_start,hydro_end,mean_peak_lag_hours,matched_peak_count,obs_peak_count,pred_peak_count
Best 100-station MTSLSTM,01031300,2013-10-01 00:00:00,2015-09-30 23:00:00,0.30434782608695654,23,23,95
Best 100-station MTSLSTM,01161000,2013-10-01 00:00:00,2015-09-30 23:00:00,0.8235294117647058,17,20,31
Best 100-station MTSLSTM,01170100,2013-10-01 00:00:00,2015-09-30 23:00:00,7.954545454545454,22,35,27
Daily-supervised transfer MTSLSTM,01031300,2013-10-01 00:00:00,2015-09-30 23:00:00,5.555555555555555,18,23,76
Daily-supervised transfer MTSLSTM,01161000,2013-10-01 00:00:00,2015-09-30 23:00:00,-21.0,13,20,34
Daily-supervised transfer MTSLSTM,01170100,2013-10-01 00:00:00,2015-09-30 23:00:00,10.444444444444445,27,35,53
Transfer + symbolic regression prior,01031300,2013-10-01 00:00:00,2015-09-30 23:00:00,-0.6190476190476191,21,23,80
Transfer + symbolic regression prior,01161000,2013-10-01 00:00:00,2015-09-30 23:00:00,-8.428571428571429,14,20,43
Transfer + symbolic regression prior,01170100,2013-10-01 00:00:00,2015-09-30 23:00:00,13.125,24,35,36
