epoch,train_total_loss,train_daily_loss,train_agg_loss,train_sym_loss,val_hourly_kge,val_hourly_nse
1,1.4222500866132977,0.258211141830267,0.4945508083466705,9.167635273088411,0.5037088377139394,0.3320220730669578
