epoch,train_loss,val_loss
1,1.0948690619891173,0.7568822201384803
2,0.7022463490258452,0.5422711783762566
3,0.5461859171842781,0.6441018339205402
4,0.5187433303517995,0.3578771765683335
5,0.43573805623428996,0.3492748877575209
6,0.3723016624997468,0.2993952887192273
7,0.3835190271175901,0.30293704119705933
8,0.3679829740390878,0.2854858845572211
9,0.3269359130595447,0.30747888419731595
10,0.3223681466218027,0.26432323096690774
11,0.2950850899987156,0.2920673990261259
12,0.2771468603438934,0.25340777699054245
13,0.28349798038727925,0.25043846860869984
14,0.2767327194587011,0.26073068253326154
15,0.28172864401613484,0.2666148197235284
16,0.2788117406361354,0.2562234652571894
17,0.2778617570112335,0.26316450706056477
18,0.24455226047759004,0.2744651341625472
19,0.2569454085288913,0.26612699216034025
20,0.24274424968918432,0.2764456970513272
21,0.2340271692965795,0.26538194437797824
22,0.2386623122591415,0.2541051747661099
23,0.22208296854903423,0.25048217954640495
