split,rmse_target,mae_target,r2_target,corr_target
train,0.23111283526331428,0.09943336009193038,0.023501556612774532,0.18708365886349637
val,0.3787672184885066,0.14437616468647899,0.050879232886500425,0.2993394973123569
test,0.3738887834916095,0.15208487958883177,-0.002458215979612044,0.06965305202463579
