epoch,train_loss,val_loss
1,1.5504287918638615,0.8299380169775951
2,0.8317755077928577,0.6024283654156041
3,0.6537975434589908,0.5058288584590138
4,0.5653531819601999,0.49836257661361844
5,0.5403835338426161,0.49533429858633976
6,0.536684146514341,0.43866346693248054
7,0.47204736359210886,0.44822146094423376
8,0.45388836079978967,0.46378436096496495
9,0.44280125826338573,0.45742563622710614
10,0.4208908593116924,0.4042922527776001
11,0.4043524126610542,0.3952207062576378
12,0.39901108806851804,0.3937110042559085
13,0.38663884119986747,0.4163088351992533
14,0.37328868982043645,0.43530107519958605
15,0.36684379606282336,0.3740784639861658
16,0.3408979566387226,0.4023317483746309
17,0.3400241528972011,0.36387672239174534
18,0.3139618352701128,0.3830297142340548
19,0.3168588829665784,0.35340752425808336
20,0.3011376758230467,0.3558327799221871
21,0.30447506913069494,0.3609858436981045
22,0.2870041430975378,0.3264596392511896
23,0.2810522937887968,0.3836929990205167
24,0.28526389265742336,0.37685686905042753
25,0.28207865759666706,0.32935070715498155
26,0.2963943785631809,0.3805714442854999
27,0.2639102969355449,0.39410842780481214
28,0.2673176306724809,0.37773573767493496
29,0.26159652515062454,0.3451977985836426
30,0.24598145229246007,0.3222489559537161
31,0.2521841936782051,0.3314931839899736
32,0.2437897537231541,0.3062459594251729
33,0.23102507405115186,0.322595767578784
34,0.24406872131552654,0.31733498919805736
35,0.23717456751948843,0.3547786255889096
36,0.21815061862649276,0.338259336489923
37,0.22481077086729165,0.35238373323512207
38,0.21559566806842873,0.32779461500182067
39,0.20876377829128165,0.32311364493219213
40,0.1949255043516223,0.32185182453145894
41,0.20160608077263661,0.3027116161889481
42,0.20794052777925875,0.4888475489094665
43,0.22672106658627836,0.32787355591133127
44,0.19062075179077803,0.30129739661211086
45,0.1866743818801577,0.367744408318622
46,0.2049031401475866,0.2759892483976822
47,0.17719517035446564,0.32127217547613346
48,0.19640948788277368,0.32952277292984516
49,0.209291693034986,0.3207575656660303
50,0.17964702902262514,0.3391598141625291
51,0.17015685483857676,0.31752041802119035
52,0.16822628837124867,0.328557999285502
53,0.18077137975786384,0.32968687323973217
54,0.15967335178190842,0.3170882332526624
55,0.15609547804435395,0.31332425449943924
