component,n_stations,M0_median,M1_median,median_delta,mean_delta,frac_worse,worse_criterion,wilcoxon_p
kge,8979,0.413822859297685,0.6180692457750002,0.13980702979543935,-327.97329183906004,0.24022719679251586,decreased,0.0
kge_r,8979,0.7669383937634099,0.808788911738478,0.021215656680426687,0.03918285132413605,0.28132308720347476,decreased,0.0
kge_alpha,8979,0.8140229293146599,0.8592489807807997,0.04983782071184506,-3.817997709686525,0.30226083082748634,moved away from 1.0,9.366081350960785e-08
kge_beta,8979,1.030736479798947,1.0047869397706926,-0.005126955216532281,-918.3376650004845,0.33957010802984744,moved away from 1.0,1.29757614871052e-15
nse,8979,0.4119875958369777,0.5789406095780931,0.09803641715887168,93041.56546929797,0.23710880944425883,decreased,0.0
sim_std,8979,0.0598529018064394,0.0628654635554831,0.0021735866726353,0.010088568788879699,0.42521438913019266,decreased,4.990607112026579e-80
