source,n_stations,median_random,median_blocked,paired_median_drop,frac_worse
BOMAustralia,1607,0.2647763256942556,0.148412536435496,-0.0644352686884998,0.5936527691350342
CAMELSH,5047,0.5859854547324643,0.4996482733530439,-0.05009225744295809,0.6340400237765009
Germany,458,0.6118089481728158,0.4980332110822513,-0.07302939533588687,0.6441048034934498
Japan,690,0.54700059798715,0.4461723154159839,-0.07190946122881764,0.6927536231884058
LamaHCE,834,0.6021185893802625,0.450658874605192,-0.12125009443444162,0.684652278177458
LamaHIce,73,0.2594428004743613,0.175934225860367,-0.15153026309326512,0.6575342465753424
