alpha,beta,tau,sharpness,val_corrected_kge,val_corrected_nse,val_negative_kge_stations,val_negative_nse_stations
0.6,0.6,-0.2,0.1,0.723993206849987,0.7306457586359733,0,0
0.8,0.4,0.0,0.1,0.7239171797655546,0.7342352657198146,0,1
0.8,0.4,0.2,0.35,0.72363527887249,0.7341198427668358,0,1
0.4,0.2,-0.4,0.05,0.7235892807588666,0.7299164263422542,0,1
0.4,0.8,0.4,0.2,0.7235795513158241,0.7260639019288884,0,0
0.8,0.4,0.0,0.2,0.7235653036382943,0.7342115502477666,0,1
0.4,0.2,-0.4,0.1,0.7235247119021041,0.7302518074933753,0,1
0.4,0.2,-0.4,0.2,0.7233697255509153,0.7306828750203087,0,1
0.6,0.8,0.0,0.2,0.7232947372597569,0.7259096814511798,0,0
0.6,0.4,0.0,0.35,0.7231885512298843,0.7348118130095984,0,1
0.6,0.6,-0.2,0.2,0.723146515739783,0.7306124598944801,0,0
0.4,0.2,-0.4,0.35,0.7229733407403107,0.7308012704818057,0,1
0.4,0.2,-0.2,0.05,0.7229549927255183,0.7313975396616377,0,1
0.4,0.2,-0.2,0.1,0.7229529873792926,0.7314337112941746,0,1
0.6,0.6,-0.2,0.35,0.7228493182199326,0.730585778744115,0,0
0.4,0.2,-0.2,0.2,0.7227995330368335,0.7313713002577529,0,1
0.6,1.0,0.4,0.35,0.7226698674662391,0.7235763220527207,0,0
0.8,0.4,0.0,0.35,0.7226167191463309,0.7342165913769815,0,1
0.6,0.8,0.0,0.1,0.7225666336168812,0.7259262447900066,0,0
0.6,0.8,0.0,0.05,0.7223752356049755,0.7259458181397465,0,0
0.4,0.4,0.4,0.05,0.7223631827554147,0.7350018132256335,0,1
0.4,0.2,0.0,0.05,0.7223604945521742,0.7329789319111938,0,1
0.4,0.2,-0.2,0.35,0.7223530370632256,0.7311067763713199,0,1
0.4,0.2,0.0,0.1,0.7222869153858805,0.7325704773725683,0,1
0.4,0.4,0.4,0.1,0.7222804192567907,0.7350146812638741,0,1
0.8,0.8,0.2,0.35,0.7222455576695839,0.7318057038494001,0,0
0.4,0.2,0.0,0.2,0.7220993650643448,0.7319505875316106,0,1
