component,n_stations,M0_median,M1_median,median_delta,mean_delta,frac_worse,worse_criterion,wilcoxon_p
kge,8962,0.42881086336448626,0.39815192517237874,-0.021215502532027627,-30.018893886212993,0.5909395224280295,decreased,2.6136844815918827e-94
kge_r,8962,0.7876784816773583,0.7750061066056562,-0.005507756107920148,-0.011456314213398565,0.6067841999553671,decreased,5.332865713117296e-120
kge_alpha,8962,0.7233641199380054,0.70756022515378,-0.0061322483875778655,0.7339279662310347,0.5460834635126088,moved away from 1.0,4.2766666944689544e-06
kge_beta,8962,0.8904309810252362,0.913571275422691,0.0205759578091792,-52.09957876999322,0.5376032135683999,moved away from 1.0,4.306721263751298e-59
nse,8962,0.4427445586563295,0.41610745768060686,-0.0157422274529134,4182.327140494374,0.6023209105110466,decreased,5.194685705076269e-105
sim_std,8962,0.04292656322867095,0.04039610842648381,-0.0002698294426870494,-0.0006240097155466478,0.5312430261102432,decreased,7.767206556300073e-30
