split,baseline_kge,baseline_nse,transfer_kge,transfer_nse,transfer_kge_gain_vs_baseline,transfer_nse_gain_vs_baseline,symbolic_kge,symbolic_nse,symbolic_kge_gain_vs_baseline,symbolic_nse_gain_vs_baseline
train,0.003849332511748,-0.0382094980446476,0.7847619656574254,0.7204890494972722,0.7809126331456774,0.7586985475419198,0.7093022060929164,0.6488689995982242,0.7054528735811684,0.6870784976428718
val,0.1121479949006494,-0.0116053109884546,0.524135484739503,0.2241850261878147,0.4119874898388536,0.2357903371762693,0.5367824055068117,0.2907254855406728,0.42463441060616225,0.30233079652912737
test,0.0925816907009624,-0.1130217381063814,0.4891402657203641,0.2522044247689318,0.3965585750194017,0.3652261628753132,0.5062644856852366,0.2607085901261649,0.41368279498427424,0.37373032823254626
