station_id,split,model,mean_peak_lag_hours,matched_peak_count,obs_peak_count,pred_peak_count
07076517,test,transfer,29.80745341614907,161,485,288
07281600,test,transfer,2.2,30,38,303
07346045,test,transfer,-30.2,15,23,135
07369500,test,transfer,-22.406779661016948,59,60,238
07375960,test,transfer,-13.125,80,86,247
07377000,test,transfer,-1.1549295774647887,71,80,242
08039100,test,transfer,-1.5,16,18,20
02070000,test,symbolic,-4.161764705882353,68,68,357
02152474,test,symbolic,-4.982758620689655,58,63,169
02191300,test,symbolic,-1.8148148148148149,81,87,186
02207448,test,symbolic,-4.2592592592592595,27,30,82
02232500,test,symbolic,35.83898305084746,118,258,355
02245500,test,symbolic,1.8571428571428572,28,48,106
02246459,test,symbolic,38.339622641509436,106,465,109
02294217,test,symbolic,-10.5,2,2,93
02307000,test,symbolic,-8.612903225806452,31,31,540
02343225,test,symbolic,-4.315789473684211,57,97,156
02390000,test,symbolic,3.8157894736842106,114,128,234
02399200,test,symbolic,-0.4189189189189189,74,84,159
02413210,test,symbolic,-7.438202247191011,89,94,155
02423130,test,symbolic,2.977272727272727,88,100,215
02455000,test,symbolic,0.9238095238095239,105,124,159
02458450,test,symbolic,8.228971962616823,214,273,271
02470072,test,symbolic,1.5555555555555556,36,47,105
03164000,test,symbolic,5.585365853658536,82,101,109
03601630,test,symbolic,2.0,1,1,32
07058000,test,symbolic,-1.225,40,44,149
07071500,test,symbolic,3.923076923076923,26,34,131
07076517,test,symbolic,16.693121693121693,189,485,373
07281600,test,symbolic,0.10344827586206896,29,38,300
07346045,test,symbolic,-9.909090909090908,22,23,845
07369500,test,symbolic,-13.578947368421053,57,60,230
07375960,test,symbolic,-10.71830985915493,71,86,203
07377000,test,symbolic,-7.684210526315789,76,80,162
08039100,test,symbolic,-1.4375,16,18,20
