station_id,source,lat,long,area,provenance,polygon_source,polygon_area_km2,area_ratio,west,south,east,north
GRDC__1617900,GRDC,11.092,-12.445,401.0,continent_pub_baseline,station_boundary,407.69873011216634,1.0167050626238563,-12.600000000000001,10.9,-12.100000000000001,11.5
GRDC__1309570,GRDC,33.33,-6.03,690.0,continent_pub_baseline,station_boundary,672.8747392851765,0.9751807815727195,-6.2,33.0,-5.300000000000001,33.5
GRDC__1993110,GRDC,-9.773,33.39,87.0,continent_pub_baseline,station_boundary,88.24557421646202,1.0143169450168048,33.2,-10.100000000000001,33.6,-9.600000000000001
GRDC__1591481,GRDC,-12.417,27.733,5163.0,continent_pub_baseline,station_boundary,4956.870626515827,0.9600756588254555,26.700000000000003,-12.700000000000001,27.900000000000002,-11.4
GRDC__1734300,GRDC,11.4,2.18,5670.0,continent_pub_baseline,station_boundary,5663.438508997385,0.998842770546276,1.4000000000000001,9.9,2.4000000000000004,11.600000000000001
GRDC__1259170,GRDC,-30.017,28.723,739.0,continent_pub_baseline,station_boundary,782.5162116164377,1.0588852660574257,28.5,-30.3,29.3,-29.6
GRDC__1259250,GRDC,-29.398,27.562,977.0,continent_pub_baseline,station_boundary,1001.886793751905,1.0254726650480093,27.400000000000002,-29.700000000000003,28.200000000000003,-29.1
GRDC__1496365,GRDC,-20.6,29.6,277.0,continent_pub_baseline,station_boundary,260.51084889076424,0.9404723786670189,29.3,-20.8,29.8,-20.200000000000003
GRDC__1992850,GRDC,-16.085,35.668,193.0,continent_pub_baseline,station_boundary,191.23487490970143,0.9908542741435308,35.4,-16.2,35.9,-15.700000000000001
GRDC__1737300,GRDC,7.34,20.11,4380.0,continent_pub_baseline,station_boundary,4409.040596273237,1.0066302731217436,20.0,7.2,21.3,8.200000000000001
GRDC__1531680,GRDC,8.47,-0.22,6810.0,continent_pub_baseline,station_boundary,6940.526713365137,1.0191669182621346,-0.7000000000000001,8.3,0.2,10.100000000000001
GRDC__1992870,GRDC,-16.102,35.476,327.0,continent_pub_baseline,station_boundary,322.1987213530327,0.9853171906820571,35.300000000000004,-16.3,35.800000000000004,-15.700000000000001
GRDC__1259510,GRDC,-28.74,28.667,81.0,continent_pub_baseline,station_boundary,75.9621843484748,0.9378047450428989,28.5,-28.900000000000002,29.0,-28.5
GRDC__1591441,GRDC,-12.917,27.35,2668.0,continent_pub_baseline,station_boundary,2620.752605989953,0.9822910817053796,26.8,-13.100000000000001,27.6,-12.200000000000001
GRDC__1591475,GRDC,-13.217,28.4,1371.0,continent_pub_baseline,station_boundary,1404.1590527280164,1.024186034083163,28.200000000000003,-13.5,29.0,-12.700000000000001
GRDC__1286403,GRDC,-8.333,35.333,743.0,continent_pub_baseline,station_boundary,811.0764298131232,1.0916237278776895,34.9,-8.8,35.5,-8.200000000000001
GRDC__1491585,GRDC,-18.117,30.217,5307.0,continent_pub_baseline,station_boundary,5240.047233986627,0.9873840651943899,30.0,-18.7,31.5,-17.7
GRDC__1286930,GRDC,-8.783,33.792,107.0,continent_pub_baseline,station_boundary,114.86193523766882,1.073476030258587,33.5,-9.200000000000001,33.9,-8.6
GRDC__1993260,GRDC,-11.05,33.825,457.0,continent_pub_baseline,station_boundary,452.6480137021368,0.9904770540528157,33.6,-11.200000000000001,34.1,-10.4
GRDC__1491690,GRDC,-17.617,30.617,578.0,continent_pub_baseline,station_boundary,597.9303043493496,1.0344814954140997,30.400000000000002,-17.900000000000002,31.3,-17.3
GRDC__1634500,GRDC,10.383,-9.3,9620.0,continent_pub_baseline,station_boundary,9557.969381155315,0.9935519107230057,-9.8,8.5,-8.700000000000001,10.700000000000001
GRDC__1577101,GRDC,8.383,38.783,7656.0,continent_pub_baseline,station_boundary,7650.012987317118,0.9992179972984742,37.800000000000004,8.1,39.2,9.5
GRDC__1599201,GRDC,-26.382,31.09,514.0,continent_pub_baseline,station_boundary,582.9580474671102,1.1341596254223933,30.6,-26.6,31.3,-26.0
GRDC__1897550,GRDC,-25.17,32.068,6345.0,continent_pub_baseline,station_boundary,6352.965932647251,1.0012554661382587,30.5,-25.400000000000002,32.2,-24.400000000000002
GRDC__1293340,GRDC,-10.558,35.017,369.0,continent_pub_baseline,station_boundary,373.1925356630259,1.011361885265653,34.6,-10.9,35.1,-10.4
GRDC__1599170,GRDC,-26.779,30.81,893.0,continent_pub_baseline,station_boundary,896.6047552928736,1.0040366800592089,30.1,-27.200000000000003,31.0,-26.6
GRDC__1286402,GRDC,-8.05,35.683,1825.0,continent_pub_baseline,station_boundary,1659.5723761571055,0.9093547266614277,34.9,-8.8,35.9,-7.9
GRDC__1259260,GRDC,-29.117,28.0,360.0,continent_pub_baseline,station_boundary,373.8698827357279,1.0385274520436887,27.8,-29.400000000000002,28.400000000000002,-28.900000000000002
GRDC__1599140,GRDC,-25.767,31.484,742.0,continent_pub_baseline,station_boundary,738.6171333257756,0.9954408804929591,30.900000000000002,-26.1,31.6,-25.6
GRDC__1289320,GRDC,-6.831,36.933,499.0,continent_pub_baseline,station_boundary,479.56570791257496,0.9610535228708917,36.5,-7.2,37.1,-6.6000000000000005
GRDC__1491260,GRDC,-18.717,28.8,4201.0,continent_pub_baseline,station_boundary,4205.15165501914,1.0009882539917019,28.6,-19.700000000000003,30.1,-18.3
