epoch,train_loss,val_loss
1,1.1495922950588673,0.5985367213566823
2,0.6541846126765039,0.5613543146028326
3,0.5535096174374557,0.5519950998017658
4,0.46985378838946557,0.4480098613600521
5,0.4523079467772896,0.41190592386518626
6,0.4025331841735433,0.4525670340519782
7,0.37822591702642355,0.37526571085901356
8,0.35306890589253237,0.36171095634604106
9,0.35589080666058237,0.37625207591983445
10,0.365515852192525,0.3293932289210929
11,0.33536974154023164,0.31196074223949133
12,0.32321613903238683,0.3125050809245888
13,0.3212804066885525,0.3409802371780473
14,0.3005453750626538,0.30571152688572295
15,0.3072112434026197,0.30319901998244
16,0.2719088652787978,0.3088231344557388
17,0.26984159655197776,0.2916425143816976
18,0.27602387028612985,0.28925872622787957
19,0.2646364054905266,0.2973662339929288
20,0.24822026391962462,0.28666751745257246
21,0.24320666695155105,0.2696104050828043
22,0.25099193555019195,0.2921326025787458
23,0.23185310043885055,0.2828703442271841
24,0.23367214237352407,0.26581289534649966
25,0.22235630580021162,0.3370332887761207
26,0.2245055981853122,0.27025852558993096
27,0.21163375008747187,0.2797328502625624
28,0.21171156471106914,0.29544435349286363
29,0.19684576348879163,0.363102542045313
30,0.2015191859549549,0.3289579545998724
31,0.2243877626905694,0.3104817585151258
32,0.1994228590189767,0.2834720808840385
33,0.19394736139934984,0.2875603212010072
34,0.20162166908518125,0.2849185211042104
