split,n_total_stations,n_valid_stations,n_excluded_stations,median_kge,median_nse,mean_kge,mean_nse,neg_kge_stations,neg_nse_stations
train,30,22,8,0.8657153089692029,0.8822906203725922,0.806706898976725,0.8125910219535726,0,0
val,30,28,2,0.6592216882560721,0.6484688789133614,-2.999796313892516,-268.9435162464346,5,5
test,30,28,2,0.672702829970798,0.6309962235323863,-4.366753758422818,-530.7128064425881,6,8
