epoch,train_loss,val_loss
1,2.029495240085002,0.8500153900037175
2,0.878236957418097,0.7172700788761649
3,0.733305655287752,0.6031158870920187
4,0.6313061017871986,0.569834530389666
5,0.5875375988605336,0.49734199654280714
6,0.5324502787593808,0.5151021507487196
7,0.4651741964902525,0.46487711869969134
8,0.46180290909113286,0.4415394859153308
9,0.46285716604684735,0.3874959505812895
10,0.4099116955701624,0.3962632045948959
11,0.3983568554191366,0.40943369788515926
12,0.3998173063968674,0.36705002984234486
13,0.37789212310769416,0.39322543848169017
14,0.37331062733460285,0.36622575505427074
15,0.3668997228265667,0.3470459405491499
16,0.3768031683266827,0.3462800628464864
17,0.3863826705933833,0.4088163261800307
18,0.3499584163184816,0.3570937004439496
19,0.3434059370962461,0.36401629007054315
20,0.3323420099409534,0.32997205482297265
21,0.32235054150594156,0.3319566478188633
22,0.3328811949082249,0.3747369713615349
23,0.361799328288323,0.36257745854405393
24,0.3357032518959691,0.3512491193595058
25,0.317717455471592,0.36466711432065235
26,0.3246089761173993,0.37389551306000823
27,0.30582659345355856,0.34567859359507797
28,0.3002640288881989,0.33679902849126503
29,0.31787963126633256,0.32893190419564533
30,0.3061645543453431,0.3226728720327064
31,0.2950167493416661,0.36900104596679734
32,0.2869818131477228,0.32410116471878725
33,0.3004669602520313,0.32956633066168783
34,0.2879014524957716,0.3280436988313915
35,0.29342752012895024,0.34539190454897983
36,0.2665883300503112,0.3495774262168297
37,0.2678645938168652,0.3218814770644038
38,0.2690154349845565,0.31448365174941434
39,0.2598136456935867,0.3248347417474641
40,0.27452028820905233,0.3486454494596914
41,0.25135406716028186,0.32085657084414515
42,0.26544070030498235,0.3318414336517782
43,0.25156787670427094,0.3176511097349963
44,0.2487482366765698,0.3120133813456294
45,0.2507293164447147,0.31610532521106816
46,0.2535838929845281,0.3232792609866777
47,0.2462988887707079,0.3681567655711929
48,0.2527082547645702,0.31099352306944306
49,0.24612034747545325,0.34723934845875726
50,0.23381368981719977,0.31443531372507433
51,0.23465777047134306,0.38827784513532754
52,0.22454268233395555,0.3341902917756577
53,0.22573323837535247,0.3142521158770557
54,0.2248846422328449,0.3997710601181696
55,0.2329061784811373,0.3333621636501943
