split,n_total_stations,n_valid_stations,n_excluded_stations,median_kge,median_nse,mean_kge,mean_nse,neg_kge_stations,neg_nse_stations
train,30,22,8,0.7743768000862783,0.8320718014706053,0.7474059457218213,0.7821321062558844,0,0
val,30,28,2,0.5821382635489941,0.6718289869199258,-5.5118594817575,-877.8200533000883,7,8
test,30,28,2,0.5409821343384411,0.4987817356212317,-5.049024868920726,-750.296561594885,7,7
