component,n_stations,M0_median,M1_median,median_delta,mean_delta,frac_worse,worse_criterion,wilcoxon_p
kge,8849,0.5318651687769641,0.5774020762127482,0.021378491237379782,2.099282370212455,0.4536105774663804,decreased,4.050980410130862e-33
kge_r,8849,0.7956568655216046,0.8012021054034013,-0.0002114694144843554,0.009523689382834972,0.5025426601875919,decreased,0.0005183033650633543
kge_alpha,8849,0.8539744403262913,0.9531598738868616,0.09531262469981461,-0.423415009652561,0.40027121708667646,moved away from 1.0,1.0258081865274916e-203
kge_beta,8849,1.005583369250452,0.9621144056382898,-0.048505095707423895,-4.379885704229686,0.5145214148491355,moved away from 1.0,7.01074117202997e-65
nse,8849,0.5107088913643737,0.5178156412137855,-0.006112216089009581,1854.3930957492323,0.5185896711492824,decreased,0.52285844202297
sim_std,8849,0.0625444638451283,0.0702695062816037,0.004709666899062298,0.01324176745565616,0.33630918747881117,decreased,1.690368057219658e-253
