epoch,train_loss,val_loss
1,1.050379928258528,0.5981671772587731
2,0.6072610892968947,0.5234522510108616
3,0.4836865760558931,0.4728031951735563
4,0.4691282856187449,0.5038187902073015
5,0.4228491052488948,0.3418281181672615
6,0.3847400000338835,0.3356844561531511
7,0.3479703737688201,0.53819561560642
8,0.32053649318483235,0.3080815440813107
9,0.30881879652429556,0.31299795598154856
10,0.28739499248791067,0.3118419247889381
11,0.30344744148617764,0.3120866291186733
12,0.2830762892956242,0.3211531211644876
13,0.2683831607801609,0.3210358527445357
14,0.27427440520348895,0.3588290848428634
15,0.2578975809392286,0.2990252163372613
16,0.24755067044562634,0.3201683109175219
17,0.22689465687048888,0.29338709937489166
18,0.2477351787904885,0.326867964510805
19,0.2322480412550081,0.3090102790473345
20,0.23996030602237997,0.3141127892869437
21,0.21763510855150398,0.2994825861972036
22,0.20669754033990806,0.3023748316313552
23,0.19605963445490296,0.33986069579720657
24,0.18816718039189034,0.28002210105589725
25,0.20984176679270877,0.2837699759842007
26,0.22680110783233542,0.29579035277462873
27,0.19621132672278604,0.3269813204398313
28,0.17756879611688964,0.35721076192557205
29,0.17692081415185748,0.31733943809906506
30,0.170982258115416,0.3144392640906335
31,0.17845264852993653,0.30042072178285456
32,0.16557641200096854,0.37888999873225987
33,0.15935171700951947,0.29179858563532324
34,0.15845949114207777,0.32298299237788625
